equity
10000.0
9900.0
9801.0
9702.99
10009.532941617113
9909.437612200942
10234.205690608373
10131.863633702289
10030.544997365267
9930.239547391613
9830.937151917697
9732.62778039852
9635.301502594533
9930.550441319898
9831.244936906698
9732.932487537631
9635.603162662255
9539.247131035632
9443.854659725275
9349.416113128022
9255.921951996741
9163.362732476773
9071.729105152006
8981.011814100486
8891.20169595948
8802.289678999885
8714.266782209887
8627.124114387787
8540.852873243908
8455.444344511468
8370.889901066354
8287.18100205569
8204.309192035133
