ts,year,quarter,session,in_killzone,vol_regime,pd_zone,atr_pct,ret_15m,ret_60m,recent_sweep,trend_15m,trend_1h,trend_4h,direction,confidence,outcome,realized_R
2017-05-31 06:20:00+00:00,2017,2,london,1,normal,discount,0.008040160582521286,-0.00013548460704703192,-0.00024717237183284147,buyside,na,range,range,short,5,timeout,-0.2170542635659454
2017-06-02 14:27:00+00:00,2017,2,ny_am,1,high,discount,0.02566445801675571,0.0001300073513247749,4.2544139544846494e-05,buyside,na,bull,range,flat,0,flat,0.0
2017-06-07 09:04:00+00:00,2017,2,off,0,normal,discount,0.0086465913447196,-0.00018914139264807406,-0.0004136538875192349,none,na,bull,bear,flat,0,flat,0.0
2017-06-09 17:17:00+00:00,2017,2,ny_pm,0,high,premium,0.032321395180649665,-0.0005759447845261267,-0.0010221393023135594,sellside,na,bull,bull,long,3,win,0.3582342954159257
2017-06-14 11:25:00+00:00,2017,2,ny_am,1,normal,premium,0.009934037743924718,-4.681319195749362e-05,0.0006558452205279554,none,na,bull,range,flat,0,flat,0.0
2017-06-16 19:27:00+00:00,2017,2,ny_pm,0,normal,premium,0.015398198546337501,0.00018027298480549457,-9.362265855582369e-05,none,na,range,range,flat,0,flat,0.0
2017-06-21 13:41:00+00:00,2017,2,ny_am,1,normal,discount,0.026546995159269986,-0.001111964082164443,-0.0007609623963567905,sellside,na,bear,bull,long,5,win,-0.19565217391263084
2017-06-26 07:47:00+00:00,2017,2,london,1,normal,premium,0.00837476631403989,0.0002587955515142698,0.0014028289995798176,none,na,range,bear,flat,0,flat,0.0
2017-06-28 15:51:00+00:00,2017,2,off,0,high,premium,0.026368731385372608,9.319664492078285e-05,0.0016100805040252012,buyside,na,range,bear,flat,0,flat,0.0
2017-07-03 09:51:00+00:00,2017,3,off,0,normal,premium,0.014008327023615546,0.0,0.0002357890411790046,buyside,na,bull,range,short,4,win,0.5633802816902563
2017-07-06 11:24:00+00:00,2017,3,ny_am,1,normal,discount,0.012255041205163467,-0.0004320774282751469,0.00028046622836027757,none,na,bear,range,flat,0,flat,0.0
2017-07-10 19:23:00+00:00,2017,3,ny_pm,0,normal,premium,0.013972767037369088,-0.0004199818007886325,-0.0006997737398241235,none,na,range,range,flat,0,flat,0.0
2017-07-13 13:33:00+00:00,2017,3,ny_am,1,normal,premium,0.019734854132377397,0.0004504567259690962,4.409897667167511e-05,sellside,na,bull,range,long,5,loss,-1.1449275362318534
2017-07-18 07:38:00+00:00,2017,3,london,1,low,discount,0.01627138402617464,-0.00027508790098688257,-0.00016183474360752763,none,na,range,range,flat,0,flat,0.0
2017-07-20 15:50:00+00:00,2017,3,off,0,high,discount,0.024657619963104133,0.0005953994388880878,-0.0006478781988986071,none,na,bull,range,flat,0,flat,0.0
2017-07-25 10:06:00+00:00,2017,3,off,0,low,premium,0.0076858054885336645,0.00017393562990208582,0.0007193259683635798,buyside,na,range,bear,short,4,loss,-1.3174603174605375
